queue_utc,seller_sku,asin,supplier_code,supplier_name,supplier_sku,barcode,price_list_unit_cost_gbp,purchase_reference_list_cost_gbp,actual_paid_unit_cost_gbp,actual_vs_list_ratio,discount_assumption_pct,expected_next_unit_cost_gbp,confirmation_status,review_reason,user_prompt,source_lineage,title,price_list_source_batch_id,price_list_source_received_at_utc,expected_cost_source,cost_confidence
2026-05-19T12:28:57Z,YB-8YQ7-X1X8,,N2382,DK Tools,,,,,,,,,needs_user_price_check,missing_all_cost_inputs,Add supplier cost evidence for YB-8YQ7-X1X8: no usable list or purchase cost is available.,product_db_preview,"Amtech N2382 Hi Vis Gloves Medium (Size 8), Certified Quality Rubber Coated Hi Vis Work Gloves, Black/Yellow",,,missing_cost,none
2026-05-19T12:28:57Z,TX-7TYN-NVF4,,,DK Tools,,,,,,,,,needs_user_price_check,missing_all_cost_inputs,Add supplier cost evidence for TX-7TYN-NVF4: no usable list or purchase cost is available.,product_db_preview,"Amtech D0929 Ratchet Non-Marking Durable 9-inch Spring Clamp, 75mm Max Jaw Opening, Soft Grip Handle",,,missing_cost,none
2026-05-19T12:28:57Z,WI-QO7X-YZOL,,,EE Distribution,,,,,,,,,needs_user_price_check,missing_all_cost_inputs,Add supplier cost evidence for WI-QO7X-YZOL: no usable list or purchase cost is available.,product_db_preview,"Power Rangers, Dino Fury Ranger Red Electronic Mask Fancy Dress",,,missing_cost,none
2026-05-19T12:28:57Z,G0-25T9-9YZS,,,EE Distribution,,,,,,,,,needs_user_price_check,missing_all_cost_inputs,Add supplier cost evidence for G0-25T9-9YZS: no usable list or purchase cost is available.,product_db_preview,"Monster High Doll, Abbey Bominable Yeti Fashion Doll with Pet Mammoth and Themed Accessories, HNF64",,,missing_cost,none
2026-05-19T12:28:57Z,2I-R2RY-BZ85,,,Entertainment Trading,,,,,,,,,needs_user_price_check,missing_all_cost_inputs,Add supplier cost evidence for 2I-R2RY-BZ85: no usable list or purchase cost is available.,product_db_preview,Australian Gold - Instant Sunscreen Spray SPF 30 100 ml (Pack of 1),,,missing_cost,none
2026-05-19T12:28:57Z,RR-0TGC-U4IT,,,Entertainment Trading,,,,,,,,,needs_user_price_check,missing_all_cost_inputs,Add supplier cost evidence for RR-0TGC-U4IT: no usable list or purchase cost is available.,product_db_preview,Australian Gold - Instant Sunscreen Spray SPF 15 100 ml (Pack of 1) White,,,missing_cost,none
2026-05-19T12:28:57Z,1P-BRGG-P0N6,,WST568,Heo,,,,,4.44,,,4.44,needs_user_price_check,missing_current_price_list_cost|actual_paid_without_list_reference,Check supplier price for 1P-BRGG-P0N6: no current collected price-list cost is available.,product_db_preview,"Worlds Smallest 568 UNO ONE, Multicoloured, único",,,last_purchase_price,actual_paid_without_list_reference
2026-05-19T12:28:57Z,HY-VZF3-EFS3,,FK73022,Heo,,,,,4.85,,,4.85,needs_user_price_check,missing_current_price_list_cost|actual_paid_without_list_reference,Check supplier price for HY-VZF3-EFS3: no current collected price-list cost is available.,product_db_preview,"Funko Bitty Pop! the Nightmare Before Christmas - Santa Jack 4PK - Santa Jack, Sandy Claws, Vampire Teddy With Duck and A Surprise Mystery Mini Figure - 0.9 Inch (2.2 Cm) Collectable - Gift Idea",,,last_purchase_price,actual_paid_without_list_reference
2026-05-19T12:28:57Z,4C-6VFW-JO2C,,NMR52536,Heo,,,,,3,,,3,needs_user_price_check,missing_current_price_list_cost|actual_paid_without_list_reference,Check supplier price for 4C-6VFW-JO2C: no current collected price-list cost is available.,product_db_preview,AQUARIUS Labyrinth Playing Cards - Labyrinth Themed Deck of Cards for Your Favorite Card Games - Officially Licensed Labyrinth Merchandise & Collectibles,,,last_purchase_price,actual_paid_without_list_reference
2026-05-19T12:28:57Z,3V-HQSI-8QRU,,FK67424,Heo,,,,,3.97,,,3.97,needs_user_price_check,missing_current_price_list_cost|actual_paid_without_list_reference,Check supplier price for 3V-HQSI-8QRU: no current collected price-list cost is available.,product_db_preview,Funko POP! TV: Witcher - Geralt - (shield) - the Witcher - Collectable Vinyl Figure - Gift Idea - Official Merchandise - Toys for Kids & Adults - TV Fans - Model Figure for Collectors and Display,,,last_purchase_price,actual_paid_without_list_reference
2026-05-19T12:28:57Z,KE-WQ91-B6JF,,WST503,Heo,,,,,3.68,,,3.68,needs_user_price_check,missing_current_price_list_cost|actual_paid_without_list_reference,Check supplier price for KE-WQ91-B6JF: no current collected price-list cost is available.,product_db_preview,Worlds Smallest Rubiks Cube,,,last_purchase_price,actual_paid_without_list_reference
2026-05-19T12:28:57Z,JX-Q0XX-QBZ2,,EXGMER-2927,Heo,,,,,8.95,,,8.95,needs_user_price_check,missing_current_price_list_cost|actual_paid_without_list_reference,Check supplier price for JX-Q0XX-QBZ2: no current collected price-list cost is available.,product_db_preview,"Cableguys Borderlands Psycho Controller Holder & Phone Stand - Gaming Accessories for Room and Desk Setup, Holder Compatible with Xbox, PlayStation & Most Standard Game Controllers",,,last_purchase_price,actual_paid_without_list_reference
2026-05-19T12:28:57Z,SH-RGTH-QQM2,,FK49154,Heo,,,,,4.99,,,4.99,needs_user_price_check,missing_current_price_list_cost|actual_paid_without_list_reference,Check supplier price for SH-RGTH-QQM2: no current collected price-list cost is available.,product_db_preview,Funko POP! Disney: SitS - Madam Mim - Sword In the Stone - Collectable Vinyl Figure - Gift Idea - Official Merchandise - Toys for Kids & Adults - Movies Fans - Model Figure for Collectors and Display,,,last_purchase_price,actual_paid_without_list_reference
2026-05-19T12:28:57Z,FR-41MF-KWKU,,825001,Culpitt,,,,,4.67,,,4.67,needs_user_price_check,missing_current_price_list_cost|actual_paid_without_list_reference,Check supplier price for FR-41MF-KWKU: no current collected price-list cost is available.,product_db_preview,"Saracino Sugarplus - Isomalt Granules for Sugar Decorations with Crystal Clear Effect 0,5 Kg Made in Italy",,,last_purchase_price,actual_paid_without_list_reference
2026-05-19T12:28:57Z,MF-FBAW-SRXY,,FK33248,Heo,,,,,7.64,,,7.64,needs_user_price_check,missing_current_price_list_cost|actual_paid_without_list_reference,Check supplier price for MF-FBAW-SRXY: no current collected price-list cost is available.,product_db_preview,Funko POP! Vinyl: LOTR/Hobbit: Gimli Lord Of the Rings - Collectable Vinyl Figure - Gift Idea - Official Merchandise - Toys for Kids & Adults - Movies Fans - Model Figure for Collectors and Display,,,last_purchase_price,actual_paid_without_list_reference
2026-05-19T12:28:57Z,J2-N9NA-57NA,,DHCS,Bliss Distribution,,,,,1.95,,,1.95,needs_user_price_check,missing_current_price_list_cost|actual_paid_without_list_reference,Check supplier price for J2-N9NA-57NA: no current collected price-list cost is available.,product_db_preview,Yu-Gi-Oh! Dark Hex Sleeves,,,last_purchase_price,actual_paid_without_list_reference
2026-05-19T12:28:57Z,KR-H2ZK-DRS7,,L27660,Aldridge Security,,,,,11.59,,,11.59,needs_user_price_check,missing_current_price_list_cost|actual_paid_without_list_reference,Check supplier price for KR-H2ZK-DRS7: no current collected price-list cost is available.,product_db_preview,ERA Fortress BS 3621 2.5-inch/ 64mm 5 Lever Maximum Security Mortice Sashlock - Chrome Effect,,,last_purchase_price,actual_paid_without_list_reference
2026-05-19T12:28:57Z,M4-MV10-9TX7,,113299,Stax,,,,,1.04,,,1.04,needs_user_price_check,missing_current_price_list_cost|actual_paid_without_list_reference,Check supplier price for M4-MV10-9TX7: no current collected price-list cost is available.,product_db_preview,"Tala 40ml Mini Glass Measuring Jug, 10A26012, Transparent",,,last_purchase_price,actual_paid_without_list_reference
2026-05-19T12:28:57Z,M5-EOFN-2WPJ,,HUM028,DHB,,,,,1.54,,,1.54,needs_user_price_check,missing_current_price_list_cost|actual_paid_without_list_reference,Check supplier price for M5-EOFN-2WPJ: no current collected price-list cost is available.,product_db_preview,THE HUMBLE CO. - Dental Floss Picks - 2 in 1 Charcoal Infused with Mint Flavour - Developed by Dentists - Designed in Sweden - Teeth Cleaning - Reusable - Vegan & Cruelty-Free - 50p,,,last_purchase_price,actual_paid_without_list_reference
2026-05-19T12:28:57Z,8K-FX05-CCPX,,,Infinity Foods,,,,,,,,,needs_user_price_check,missing_all_cost_inputs,Add supplier cost evidence for 8K-FX05-CCPX: no usable list or purchase cost is available.,product_db_preview,"Jack N’ Jill Natural Certified Kids Toothpaste – Fluoride-Free Toddler & Baby Toothpaste with 40% Xylitol, No Sugar, Suitable from 6 Months+, Organic Banana Flavour, Pack of 1 (50g)",,,missing_cost,none
2026-05-19T12:28:57Z,DK-9CZR-7SUV,,,Infinity Foods,,,,,,,,,needs_user_price_check,missing_all_cost_inputs,Add supplier cost evidence for DK-9CZR-7SUV: no usable list or purchase cost is available.,product_db_preview,Fairtrade Organic Ground Coffee 200g - Medium Roast - Ideal For French Press Cafetiere Filter Drip V60 Aeropress - Shade Grown Bird Friendly Certified - Bird and Wild - Donation to RSPB - Strength 3,,,missing_cost,none
2026-05-19T12:28:57Z,4Y-2V2S-KSTO,,,Jones Wholesale,,,,,,,,,needs_user_price_check,missing_all_cost_inputs,Add supplier cost evidence for 4Y-2V2S-KSTO: no usable list or purchase cost is available.,product_db_preview,"LICKIMAT Buddy Treat Mat , Assorted colors",,,missing_cost,none
2026-05-19T12:28:57Z,VF-WENE-0QSF,,,Jones Wholesale,,,,,,,,,needs_user_price_check,missing_all_cost_inputs,Add supplier cost evidence for VF-WENE-0QSF: no usable list or purchase cost is available.,product_db_preview,Metal Screw-In Dog Lead Stake,,,missing_cost,none
2026-05-19T12:28:57Z,10-KNVB-4BRI,,,Jones Wholesale,,,,,,,,,needs_user_price_check,missing_all_cost_inputs,Add supplier cost evidence for 10-KNVB-4BRI: no usable list or purchase cost is available.,product_db_preview,"Kitchen Devils S8603000 Control Vegetable Knife, 10 cm, Multi-Colour , Black",,,missing_cost,none
2026-05-19T12:28:57Z,CC-9HJK-1XR3,,,Jones Wholesale,,,,,,,,,needs_user_price_check,missing_all_cost_inputs,Add supplier cost evidence for CC-9HJK-1XR3: no usable list or purchase cost is available.,product_db_preview,Partisan Products Happy Birthday Boy Blue Occassions Gift Bag With Gift Tag Made From Recycled Board Medium,,,missing_cost,none
2026-05-19T12:28:57Z,IX-BHAG-7688,,,Knights Fragrances,,,,,,,,,needs_user_price_check,missing_all_cost_inputs,Add supplier cost evidence for IX-BHAG-7688: no usable list or purchase cost is available.,product_db_preview,Guy Laroche DRAKKAR NOIR Eau De Toilette Spray for Men 30ml (1 Oz) EDT Cologne,,,missing_cost,none
2026-05-19T12:28:57Z,8Y-8UTW-YHVV,,,Knights Fragrances,,,,,,,,,needs_user_price_check,missing_all_cost_inputs,Add supplier cost evidence for 8Y-8UTW-YHVV: no usable list or purchase cost is available.,product_db_preview,"Brut Original Eau De Toilette Spray, 100 ml",,,missing_cost,none
2026-05-19T12:28:57Z,IS-RZRJ-JMUQ,,,Knights Fragrances,,,,,,,,,needs_user_price_check,missing_all_cost_inputs,Add supplier cost evidence for IS-RZRJ-JMUQ: no usable list or purchase cost is available.,product_db_preview,"ALYSSA ASHLEY Cologne Spray, 100 ml",,,missing_cost,none
2026-05-19T12:28:57Z,4D-KUD8-5IQP,,,Knights Fragrances,,,,,,,,,needs_user_price_check,missing_all_cost_inputs,Add supplier cost evidence for 4D-KUD8-5IQP: no usable list or purchase cost is available.,product_db_preview,"ALYSSA ASHLEY Vanilla Eau Parfumee Cologne Spray, Women (100 ml)",,,missing_cost,none
2026-05-19T12:28:57Z,6L-R2ZY-X2E0,,,Knights Fragrances,,,,,,,,,needs_user_price_check,missing_all_cost_inputs,Add supplier cost evidence for 6L-R2ZY-X2E0: no usable list or purchase cost is available.,product_db_preview,"Alyssa Ashley Essence De Patchouli Perfume, 100 ml",,,missing_cost,none
2026-05-19T12:28:57Z,H4-EFUP-2ASL,,,Knights Fragrances,,,,,,,,,needs_user_price_check,missing_all_cost_inputs,Add supplier cost evidence for H4-EFUP-2ASL: no usable list or purchase cost is available.,product_db_preview,"Woods of Windsor Rose Bath and Shower Gel, Womens Shower Gel with Floral White Jasmine and Ylang Ylang Notes, Moisturising Body Wash for Women with Vitamin E, True Rose Scent 250ml",,,missing_cost,none
2026-05-19T12:28:57Z,QZ-5ZK7-W02G,,,Mark Up Wholesale,,,,,,,,,needs_user_price_check,missing_all_cost_inputs,Add supplier cost evidence for QZ-5ZK7-W02G: no usable list or purchase cost is available.,product_db_preview,XPRO All Purpose Super Glue Gel 20g - Industrial Grade (2 Pcs),,,missing_cost,none
2026-05-19T12:28:57Z,9H-K7TV-V6NU,,,Murrays Health and Beauty,,,,,2.97,,,2.97,needs_user_price_check,missing_current_price_list_cost|actual_paid_without_list_reference,Check supplier price for 9H-K7TV-V6NU: no current collected price-list cost is available.,product_db_preview,"NUK First Choice+ Size 2 Latex Teats, Medium 6-18 months, 2ea",,,last_purchase_price,actual_paid_without_list_reference
2026-05-19T12:28:57Z,PI-JTWZ-8YNT,,,Murrays Health and Beauty,,,,,,,,,needs_user_price_check,missing_all_cost_inputs,Add supplier cost evidence for PI-JTWZ-8YNT: no usable list or purchase cost is available.,product_db_preview,"7th Heaven Pink Rose Clay Hard Drying Mud Face Mask with Shea Butter, Damask Rose and Marula Oil to Cleanse and Hydrate Skin - Ideal for Normal, Combination and Dry Skin",,,missing_cost,none
2026-05-19T12:28:57Z,UC-D1G4-MTYN,,,Murrays Health and Beauty,,,,,,,,,needs_user_price_check,missing_all_cost_inputs,Add supplier cost evidence for UC-D1G4-MTYN: no usable list or purchase cost is available.,product_db_preview,,,,missing_cost,none
2026-05-19T12:28:57Z,RJ-OVDC-R9JF,,,Murrays Health and Beauty,,,,,,,,,needs_user_price_check,missing_all_cost_inputs,Add supplier cost evidence for RJ-OVDC-R9JF: no usable list or purchase cost is available.,product_db_preview,,,,missing_cost,none
2026-05-19T12:28:57Z,HO-7XV5-UD4D,,,Murrays Health and Beauty,,,,,,,,,needs_user_price_check,missing_all_cost_inputs,Add supplier cost evidence for HO-7XV5-UD4D: no usable list or purchase cost is available.,product_db_preview,LaModa Bare Essentials Natural Wood-Effect Large Paddle Brush with Rose Gold Detailing for Wet or Dry Hair,,,missing_cost,none
2026-05-19T12:28:57Z,P4-XF7W-GMJA,,,Murrays Health and Beauty,,,,,3.21,,,3.21,needs_user_price_check,missing_current_price_list_cost|actual_paid_without_list_reference,Check supplier price for P4-XF7W-GMJA: no current collected price-list cost is available.,product_db_preview,Eylure Volume & Curl 3.4 Length No.125,,,last_purchase_price,actual_paid_without_list_reference
2026-05-19T12:28:57Z,D8-QDS3-LH4T,,,Peak Dale Products,,,,,,,,,needs_user_price_check,missing_all_cost_inputs,Add supplier cost evidence for D8-QDS3-LH4T: no usable list or purchase cost is available.,product_db_preview,"Décopatch - Ref PP70AO - PaperPatch Glossy Glue - 70g Tub - Formualted with Varnish, No Pull-In or Crinkle, Child Safe & Food Safe, Suitable for Wood, Metal, Plastic & More.",,,missing_cost,none
2026-05-19T12:28:57Z,XN-OHVO-FXL6,,,Pulse Wholesale,,,,,,,,,needs_user_price_check,missing_all_cost_inputs,Add supplier cost evidence for XN-OHVO-FXL6: no usable list or purchase cost is available.,product_db_preview,OTOSAN FORTUSS COUGH SYRUP 180G,,,missing_cost,none
2026-05-19T12:28:57Z,VU-YLRN-9V7D,,LV195370,Rashmian,,,,,1.32,,,1.32,needs_user_price_check,missing_current_price_list_cost|actual_paid_without_list_reference,Check supplier price for VU-YLRN-9V7D: no current collected price-list cost is available.,product_db_preview,OSRAM Halogen-pin-Base/HALOPIN / G9-Socket/dimmable / 33 Watt - 40 Watt/warmwhite - 2700K / Pack of 2,,,last_purchase_price,actual_paid_without_list_reference
2026-05-19T12:28:57Z,QB-I6MR-7F61,,F-91WM-3AEF,Rashmian,,,,,11.6,,,11.6,needs_user_price_check,missing_current_price_list_cost|actual_paid_without_list_reference,Check supplier price for QB-I6MR-7F61: no current collected price-list cost is available.,product_db_preview,"Casio Unisex Adult Quartz Watch, digital Display and Resin Strap F-91WM-3AEF",,,last_purchase_price,actual_paid_without_list_reference
2026-05-19T12:28:57Z,TH-JWYZ-LM0D,,RL800NI,Rashmian,,,,,15.5,,,15.5,needs_user_price_check,missing_current_price_list_cost|actual_paid_without_list_reference,Check supplier price for TH-JWYZ-LM0D: no current collected price-list cost is available.,product_db_preview,"LEXIBOOK, Super Mario, Mario Nightlight alarm clock, Sounds and Melodies, LCD Backlit screen, Luminous, Snooze, Blue, RL800NI",,,last_purchase_price,actual_paid_without_list_reference
2026-05-19T12:28:57Z,J5-IJ6Y-64VG,,,Reydon,,,,,,,,,needs_user_price_check,missing_all_cost_inputs,Add supplier cost evidence for J5-IJ6Y-64VG: no usable list or purchase cost is available.,product_db_preview,"Grangers Merino Wash | 300ml | Cleans, Gently Refreshes and Restores the Appearance of All Merino Wool | Outdoor Down Jacket | Waterproof Down Jacket Wash Merino Wash…",,,missing_cost,none
2026-05-19T12:28:57Z,9Q-XGAX-ZGBT,,,Shure Cosmetics,,,,,,,,,needs_user_price_check,missing_all_cost_inputs,Add supplier cost evidence for 9Q-XGAX-ZGBT: no usable list or purchase cost is available.,product_db_preview,"REVOLUTION Ultra 32 Eyeshadow Palette Flawless Matte, Powder",,,missing_cost,none
2026-05-19T12:28:57Z,P5-KMQZ-JK8Y,,231 6066104,ABGee,,,,,10,,,10,needs_user_price_check,missing_current_price_list_cost|actual_paid_without_list_reference,Check supplier price for P5-KMQZ-JK8Y: no current collected price-list cost is available.,product_db_preview,"BAKUGAN Legends Starter Pack 3-Pack, Gorthion Ultra with Leonidas and Viloch, Collectible Action Figures, Ages 6 and Up",,,last_purchase_price,actual_paid_without_list_reference
2026-05-19T12:28:57Z,P7-91M2-092T,,5647107,TD Synnex,,,,,3.85,,,3.85,needs_user_price_check,missing_current_price_list_cost|actual_paid_without_list_reference,Check supplier price for P7-91M2-092T: no current collected price-list cost is available.,product_db_preview,Crucial RAM 4GB DDR4 2666MHz CL19 Desktop Memory CT4G4DFS8266,,,last_purchase_price,actual_paid_without_list_reference
2026-05-19T12:28:57Z,BC-6AFY-0M24,,,Shure Cosmetics,,,,,,,,,needs_user_price_check,missing_all_cost_inputs,Add supplier cost evidence for BC-6AFY-0M24: no usable list or purchase cost is available.,product_db_preview,Max Factor Lash Revival Strengthening Mascara with Bamboo Extract Shade Black 001,,,missing_cost,none
2026-05-19T12:28:57Z,QD-2EAL-Z4J5,,,Shure Cosmetics,,,,,1.25,,,1.25,needs_user_price_check,missing_current_price_list_cost|actual_paid_without_list_reference,Check supplier price for QD-2EAL-Z4J5: no current collected price-list cost is available.,product_db_preview,"NIVEA Q10 Anti-Ageing Bb Cream Cushion Light, 24H Anti-Wrinkle Moisture, 15 g",,,last_purchase_price,actual_paid_without_list_reference
2026-05-19T12:28:57Z,R8-VELO-CPUA,,,Shure Cosmetics,,,,,,,,,needs_user_price_check,missing_all_cost_inputs,Add supplier cost evidence for R8-VELO-CPUA: no usable list or purchase cost is available.,product_db_preview,Makeup Revolution Shimmers and Matte Nudes Ultra 32 Eyeshadows Flawless Palette,,,missing_cost,none
2026-05-19T12:28:57Z,WO-75W6-980Q,,,Shure Cosmetics,,,,,,,,,needs_user_price_check,missing_all_cost_inputs,Add supplier cost evidence for WO-75W6-980Q: no usable list or purchase cost is available.,product_db_preview,"Max Factor 2000 Calorie Pro Stylist Mascara, Black, 9ml",,,missing_cost,none
2026-05-19T12:28:57Z,YF-KP66-IJY6,,,Shure Cosmetics,,,,,,,,,needs_user_price_check,missing_all_cost_inputs,Add supplier cost evidence for YF-KP66-IJY6: no usable list or purchase cost is available.,product_db_preview,Sukin Oil Balancing Mattifying Facial Moisturiser 125ml,,,missing_cost,none
2026-05-19T12:28:57Z,1A-S381-J09C,,,Shure Cosmetics,,,,,,,,,needs_user_price_check,missing_all_cost_inputs,Add supplier cost evidence for 1A-S381-J09C: no usable list or purchase cost is available.,product_db_preview,Maybelline The Colossal Volum Express Mascara - # 230 Glam Black For Women 0.31 oz Mascara,,,missing_cost,none
2026-05-19T12:28:57Z,GQ-JASA-966U,,,Shure Cosmetics,,,,,,,,,needs_user_price_check,missing_all_cost_inputs,Add supplier cost evidence for GQ-JASA-966U: no usable list or purchase cost is available.,product_db_preview,Figure Out Men by Saffron Eau de toilette 100ml,,,missing_cost,none
2026-05-19T12:28:57Z,3Q-JJ0H-Y8K7,,,Shure Cosmetics,,,,,,,,,needs_user_price_check,missing_all_cost_inputs,Add supplier cost evidence for 3Q-JJ0H-Y8K7: no usable list or purchase cost is available.,product_db_preview,L'Oreal Mega Volume Collagene 24h Black Mascara 9ml,,,missing_cost,none
2026-05-19T12:28:57Z,1C-WYGV-IW8O,,,Shure Cosmetics,,,,,,,,,needs_user_price_check,missing_all_cost_inputs,Add supplier cost evidence for 1C-WYGV-IW8O: no usable list or purchase cost is available.,product_db_preview,"Sukin Super Greens Detoxifying Clay Masque 100ml - with Goji Berry, Avocado & Baobab; cruelty free & vegan friendly - detoxes & brightens the complexion.",,,missing_cost,none
2026-05-19T12:28:57Z,2C-S7N4-TU7U,,,Shure Cosmetics,,,,,,,,,needs_user_price_check,missing_all_cost_inputs,Add supplier cost evidence for 2C-S7N4-TU7U: no usable list or purchase cost is available.,product_db_preview,"Makeup Revolution Ultra Contour Palette, Makeup Palette Includes Highlighters & Contour Shades, Adds Definition & Sculpts Features, Vegan, 13g",,,missing_cost,none
2026-05-19T12:28:57Z,EI-2WXL-O395,,,Shure Cosmetics,,,,,,,,,needs_user_price_check,missing_all_cost_inputs,Add supplier cost evidence for EI-2WXL-O395: no usable list or purchase cost is available.,product_db_preview,Makeup RevolutionLondon 32 Eyeshadow MERMAIDS FOREVER,,,missing_cost,none
2026-05-19T12:28:57Z,KP-AMHW-L7J3,,,Shure Cosmetics,,,,,,,,,needs_user_price_check,missing_all_cost_inputs,Add supplier cost evidence for KP-AMHW-L7J3: no usable list or purchase cost is available.,product_db_preview,"L'Oréal Volume Million Lashes, Extra Black 9 ml",,,missing_cost,none
2026-05-19T12:28:57Z,B0-FSK3-1L88,,,Shure Cosmetics,,,,,,,,,needs_user_price_check,missing_all_cost_inputs,Add supplier cost evidence for B0-FSK3-1L88: no usable list or purchase cost is available.,product_db_preview,"Max Factor False Lash Effect Voluptuous Volume Mascara, 13.1 ml, Black",,,missing_cost,none
2026-05-19T12:28:57Z,WR-IXBZ-8DOL,,,Shure Cosmetics,,,,,,,,,needs_user_price_check,missing_all_cost_inputs,Add supplier cost evidence for WR-IXBZ-8DOL: no usable list or purchase cost is available.,product_db_preview,W7 IT'S MAGIC! Make Up Remover Cloth,,,missing_cost,none
2026-05-19T12:28:57Z,BT-7DBY-VHSC,,,Shure Cosmetics,,,,,,,,,needs_user_price_check,missing_all_cost_inputs,Add supplier cost evidence for BT-7DBY-VHSC: no usable list or purchase cost is available.,product_db_preview,Original Attar Full Jasmine 100ml Perfume Spray from Ahsan,,,missing_cost,none
2026-05-19T12:28:57Z,AB-B7ZS-3CGI,,,Shure Cosmetics,,,,,,,,,needs_user_price_check,missing_all_cost_inputs,Add supplier cost evidence for AB-B7ZS-3CGI: no usable list or purchase cost is available.,product_db_preview,"Rimmel London Wonder Wing Eyeliner, Black",,,missing_cost,none
2026-05-19T12:28:57Z,VE-1BJX-JY53,,,Shure Cosmetics,,,,,,,,,needs_user_price_check,missing_all_cost_inputs,Add supplier cost evidence for VE-1BJX-JY53: no usable list or purchase cost is available.,product_db_preview,"Essie Nail Polish Nail Care Quick-E Drying Drops Fast Drying Quick Dry Nail Polish Treatment, 13.5 ML",,,missing_cost,none
2026-05-19T12:28:57Z,AQ-4A75-UZQ4,,,Shure Cosmetics,,,,,,,,,needs_user_price_check,missing_all_cost_inputs,Add supplier cost evidence for AQ-4A75-UZQ4: no usable list or purchase cost is available.,product_db_preview,Max Factor Miracle Prep Lip Scrub,,,missing_cost,none
2026-05-19T12:28:57Z,4A-DZKT-5L3H,,,Shure Cosmetics,,,,,,,,,needs_user_price_check,missing_all_cost_inputs,Add supplier cost evidence for 4A-DZKT-5L3H: no usable list or purchase cost is available.,product_db_preview,"Olay Mist Ultimate Hydration Essence Calming With Aloe Leaf & Chamomile, 3.3 fl oz",,,missing_cost,none
2026-05-19T12:28:57Z,56-K5VJ-WKGX,,,Shure Cosmetics,,,,,,,,,needs_user_price_check,missing_all_cost_inputs,Add supplier cost evidence for 56-K5VJ-WKGX: no usable list or purchase cost is available.,product_db_preview,"Max Factor Miracle Second Skin Hydrating Foundation, Golden Medium - 30 ml",,,missing_cost,none
2026-05-19T12:28:57Z,RR-A7OX-MCB4,,,Shure Cosmetics,,,,,,,,,needs_user_price_check,missing_all_cost_inputs,Add supplier cost evidence for RR-A7OX-MCB4: no usable list or purchase cost is available.,product_db_preview,"Max Factor Miracle Second Skin Hydrating Foundation, Neutral Medium, 30 ml (Pack of 1)",,,missing_cost,none
2026-05-19T12:28:57Z,E8-4EWH-VI2G,,,Shure Cosmetics,,,,,,,,,needs_user_price_check,missing_all_cost_inputs,Add supplier cost evidence for E8-4EWH-VI2G: no usable list or purchase cost is available.,product_db_preview,"Max Factor Miracle Second Skin Hydrating Foundation, Neutral Medium, 30 ml (Pack of 1)",,,missing_cost,none
2026-05-19T12:28:57Z,UE-IIJJ-P6EL,,,Shure Cosmetics,,,,,,,,,needs_user_price_check,missing_all_cost_inputs,Add supplier cost evidence for UE-IIJJ-P6EL: no usable list or purchase cost is available.,product_db_preview,"Max Factor Miracle Second Skin Hydrating Foundation, Light-Medium - 30 ml",,,missing_cost,none
2026-05-19T12:28:57Z,DW-459L-AFIY,,,Shure Cosmetics,,,,,,,,,needs_user_price_check,missing_all_cost_inputs,Add supplier cost evidence for DW-459L-AFIY: no usable list or purchase cost is available.,product_db_preview,La Roche-Posay Anthelios Invisible Sun Protection Spray SPF 30 200ml,,,missing_cost,none
2026-05-19T12:28:57Z,0G-0234-E9NG,,,Shure Cosmetics,,,,,,,,,needs_user_price_check,missing_all_cost_inputs,Add supplier cost evidence for 0G-0234-E9NG: no usable list or purchase cost is available.,product_db_preview,Tangle Teezer | The Mini Ultimate Detangler Hairbrush |Gentle on Wet Hair | Two-Tiered Teeth & Comfortable Handle | Ideal for Kids And Travel | Reduces Knots & Breakage | Wisteria Leaf,,,missing_cost,none
2026-05-19T12:28:57Z,3X-9BNK-4A9V,,,Shure Cosmetics,,,,,,,,,needs_user_price_check,missing_all_cost_inputs,Add supplier cost evidence for 3X-9BNK-4A9V: no usable list or purchase cost is available.,product_db_preview,"Tangle Teezer, The Mini Wet Detangler Hairbrush for Wet and Dry Hair, Perfect for Kids and Traveling, Eliminates Knots and Reduces Breakage, Baby Pink Sparkle",,,missing_cost,none
2026-05-19T12:28:57Z,ML-L9EE-YFAW,,,Shure Cosmetics,,,,,,,,,needs_user_price_check,missing_all_cost_inputs,Add supplier cost evidence for ML-L9EE-YFAW: no usable list or purchase cost is available.,product_db_preview,"Rimmel  London, Wonder’Extension  Lash Extension Effect Mascara, 001 Very Black",,,missing_cost,none
2026-05-19T12:28:57Z,RZ-QO7D-HPGQ,,QUE034,Tropicana Wholesale,,,,,19.99,,,19.99,needs_user_price_check,missing_current_price_list_cost|actual_paid_without_list_reference,Check supplier price for RZ-QO7D-HPGQ: no current collected price-list cost is available.,product_db_preview,Quest Nutrition Quest Bar Protein â€“ 12 x 60 Gr,,,last_purchase_price,actual_paid_without_list_reference
