asin,fnsku,seller_sku,condition,inventory_status,total_quantity,in_stock_supply_quantity,inbound_working,inbound_shipped,inbound_receiving,available,unsellable,researching,reserved_transfers,reserved_processing,reserved_customer,last_updated_time,row_last_updated_age_hours,row_last_updated_status,row_last_updated_is_stale,row_stock_truth_adjustment,row_stock_truth_source,row_token_available_units,row_token_total_effective_units
B0D3JBK56B,X0029PQV9V,PK-9T59-FNWW,NewItem,,0,0,0,0,0,0,0,0,0,0,0,2025-05-12T20:18:37Z,9440.86,STALE,1,,SPAPI_STALE,0,0
B09HHLMG1V,X002BA1FPJ,51-79LN-GGLK,NewItem,,0,0,0,0,0,0,0,0,0,0,0,2025-09-01T23:07:45Z,6750.04,STALE,1,,SPAPI_STALE,0,0
B07NGGSR3D,X001YC8KUX,2U-4KLP-68HB,NewItem,,0,0,0,0,0,0,0,0,0,0,0,2025-05-30T20:13:47Z,9008.94,STALE,1,,SPAPI_STALE,0,0
B08KFFY86W,X00208SK8H,VF-3T0K-DR5O,NewItem,,317,294,0,0,22,294,0,0,0,1,0,2026-06-10T04:10:28Z,0.99,FRESH,0,,SPAPI,321,1199
B00IUKPVYM,X002AFHBLH,AK-OB6V-HIYD,NewItem,,35,0,0,0,0,0,0,0,0,0,0,2026-06-07T23:02:11Z,54.13,STALE,1,TOKEN_FLOOR,SPAPI_TOKEN_FLOOR,0,35
B09P24SGN5,X0028GYIKF,D3-QTSY-BCV5,NewItem,,0,0,0,0,0,0,0,0,0,0,0,2025-06-03T23:51:44Z,8909.30,STALE,1,,SPAPI_STALE,0,0
B0DHDCRX76,X002FRCIOF,HJ-DHEU-9WG8,NewItem,,0,0,0,0,0,0,0,0,0,0,0,,,UNKNOWN,1,,SPAPI_STALE,0,0
B003DZUDYC,X00298OPUZ,A7-868U-HTPI,NewItem,,0,0,0,0,0,0,0,0,0,0,0,2025-07-02T20:17:40Z,8216.87,STALE,1,,SPAPI_STALE,0,0
B0CN5KRVXB,X002F5S5VH,TU-8I14-25ZR,NewItem,,120,0,0,0,0,0,0,0,0,0,0,2026-03-20T13:12:16Z,1959.96,STALE,1,TOKEN_FLOOR,SPAPI_TOKEN_FLOOR,0,120
B07L8N2TC1,X00298HW6T,VL-48KZ-J3F2,NewItem,,96,48,0,0,0,48,0,0,0,0,0,2026-05-31T20:18:27Z,224.86,STALE,1,TOKEN_FLOOR,SPAPI_TOKEN_FLOOR,48,96
B01MUA5DU5,X002BPWEOP,FH-DOIH-J7JE,NewItem,,0,0,0,0,0,0,0,0,0,0,0,,,UNKNOWN,1,,SPAPI_STALE,0,0
B07Z2QNW7R,X002EDXMTP,R5-Y2AA-V5FS,NewItem,,0,0,0,0,0,0,0,0,0,0,0,,,UNKNOWN,1,,SPAPI_STALE,0,0
B000Q351JG,X0029FM48D,4D-BI2L-5PZ8,NewItem,,5,0,0,0,0,0,0,0,0,0,0,2025-12-26T12:27:44Z,3976.70,STALE,1,TOKEN_FLOOR,SPAPI_TOKEN_FLOOR,0,5
B0073FT7FY,X0026L1SCN,DC-K5WH-R7F5,NewItem,,555,6,0,0,0,6,0,0,0,0,0,2026-05-06T10:41:47Z,834.47,STALE,1,TOKEN_FLOOR,SPAPI_TOKEN_FLOOR,6,555
B0CP69JJGG,X002B84QPH,3B-3H3V-Z93T,NewItem,,42,0,0,0,0,0,0,0,0,0,0,2026-02-03T17:02:15Z,3036.13,STALE,1,TOKEN_FLOOR,SPAPI_TOKEN_FLOOR,0,42
B0C9LJNJWZ,X0029NJZVJ,4W-VS57-BV6A,NewItem,,29,2,0,0,0,2,0,0,0,0,0,2026-03-13T12:48:55Z,2128.35,STALE,1,TOKEN_FLOOR,SPAPI_TOKEN_FLOOR,2,29
9188805557,X0029FM6UT,4J-IY7T-6LBS,NewItem,,0,0,0,0,0,0,0,0,0,0,0,,,UNKNOWN,1,,SPAPI_STALE,0,0
B086MBW9R9,X002B1NKXX,BB-ZT14-1QQA,NewItem,,20,0,0,0,0,0,0,0,0,0,0,2026-03-29T00:41:50Z,1756.47,STALE,1,TOKEN_FLOOR,SPAPI_TOKEN_FLOOR,0,20
B00BWU7MNU,X0028GYIGT,YO-EKK2-FRCC,NewItem,,12,0,0,0,0,0,0,0,0,0,0,2026-04-21T02:16:13Z,1202.90,STALE,1,TOKEN_FLOOR,SPAPI_TOKEN_FLOOR,0,12
B0042SNS7S,X0029NJB09,MY-XMO2-EXY1,NewItem,,0,0,0,0,0,0,0,0,0,0,0,2025-07-10T02:10:37Z,8042.99,STALE,1,,SPAPI_STALE,0,0
B0BZQCZYN7,X0028GYIDH,3C-5W5L-CT0T,NewItem,,0,0,0,0,0,0,0,0,0,0,0,2025-08-26T00:13:15Z,6916.95,STALE,1,,SPAPI_STALE,0,0
B072K2PG11,X002F5SWDD,GH-XAAE-HRU7,NewItem,,12,0,0,0,0,0,0,0,0,0,0,2026-06-05T16:29:37Z,108.67,STALE,1,TOKEN_FLOOR,SPAPI_TOKEN_FLOOR,0,12
B09MTXZY2Y,X002C8KG5P,OW-ONY2-KNM7,NewItem,,0,0,0,0,0,0,0,0,0,0,0,2025-08-13T11:52:08Z,7217.30,STALE,1,,SPAPI_STALE,0,0
B07DVPP57X,X002FSEEJL,QV-8RC1-EYAM,NewItem,,0,0,0,0,0,0,0,0,0,0,0,,,UNKNOWN,1,,SPAPI_STALE,0,0
B07J9JGZZV,X0022RICEN,Z7-26PV-O9LR,NewItem,,214,3,0,0,0,3,0,0,0,0,0,2026-03-31T19:43:56Z,1689.43,STALE,1,TOKEN_FLOOR,SPAPI_TOKEN_FLOOR,3,214
B06XGSJS7N,X0025DTPH7,3T-6QPR-E2MV,NewItem,,22,0,0,0,0,0,0,0,0,0,0,2026-01-11T21:08:18Z,3584.03,STALE,1,TOKEN_FLOOR,SPAPI_TOKEN_FLOOR,0,22
B0002TT36Q,X001YC8JD1,W3-H7LU-CTRI,NewItem,,0,0,0,0,0,0,0,0,0,0,0,2025-08-06T21:28:24Z,7375.69,STALE,1,,SPAPI_STALE,0,0
B0009JJZ8A,X00246VCUN,GK-YI4S-C158,NewItem,,39,9,0,0,0,9,0,0,0,0,0,2026-06-03T20:54:39Z,152.26,STALE,1,TOKEN_FLOOR,SPAPI_TOKEN_FLOOR,9,39
B00BA4IOTY,X0025GLTMX,DT-SPI3-IK34,NewItem,,1,0,0,0,0,0,0,0,0,0,0,2025-11-07T04:57:23Z,5160.21,STALE,1,TOKEN_FLOOR,SPAPI_TOKEN_FLOOR,0,1
B08L3FB3G2,X002F5T589,GH-PONH-K4WQ,NewItem,,14,0,0,0,0,0,0,0,0,0,0,2026-02-26T04:27:13Z,2496.71,STALE,1,TOKEN_FLOOR,SPAPI_TOKEN_FLOOR,0,14
B0FZLQ2FX1,X002LW4LUX,O4-06VK-9JO5,NewItem,,0,0,0,0,0,0,0,0,0,0,0,,,UNKNOWN,1,,SPAPI_STALE,0,0
B00BEUFYE2,X00298I7JF,9X-HL62-83C7,NewItem,,6,5,0,0,0,5,0,0,0,0,0,2026-06-01T14:09:27Z,207.01,STALE,1,TOKEN_FLOOR,SPAPI_TOKEN_FLOOR,5,6
B00LXM3PGK,X0028A4SUV,HS-R5IP-7E1C,NewItem,,8,7,0,0,0,7,0,0,0,1,0,2026-06-10T00:01:27Z,5.14,FRESH,0,,SPAPI,7,14
B07RRQX71T,X0029AOPNP,FBA15K3QTGNT_unexpected_item_01,NewItem,,2,0,0,0,0,0,0,0,0,0,0,2025-11-04T00:11:25Z,5236.98,STALE,1,TOKEN_FLOOR,SPAPI_TOKEN_FLOOR,0,2
B07F1MFWV1,X002BG3AK1,D0-C7C0-H6LN,NewItem,,63,0,0,0,0,0,0,0,0,0,0,2026-05-08T21:28:34Z,775.69,STALE,1,TOKEN_FLOOR,SPAPI_TOKEN_FLOOR,0,63
B00N5SLQ7A,X00205UCGX,GW-1ECO-QZA7,NewItem,,0,0,0,0,0,0,0,0,0,0,0,2025-09-24T12:35:25Z,6208.58,STALE,1,,SPAPI_STALE,0,0
B0BBH71LQN,X0029PJ5SZ,DO-QDI1-K7R9,NewItem,,2,0,0,0,0,0,0,0,0,0,0,2025-12-06T14:55:57Z,4454.23,STALE,1,TOKEN_FLOOR,SPAPI_TOKEN_FLOOR,0,2
B00DSYVL7Q,X0022WQQZP,QD-UWUI-6381,NewItem,,0,0,0,0,0,0,0,0,0,0,0,2025-05-17T15:21:49Z,9325.80,STALE,1,,SPAPI_STALE,0,0
B005NG23OW,X002B81RQX,RY-U14K-5XDR,NewItem,,0,0,0,0,0,0,0,0,0,0,0,2025-09-18T04:42:27Z,6360.46,STALE,1,,SPAPI_STALE,0,0
B0BLQRDTLL,X00233NFBV,1W-8WI9-7AUU,NewItem,,0,0,0,0,0,0,0,0,0,0,0,2025-08-22T16:47:11Z,6996.38,STALE,1,,SPAPI_STALE,0,0
B01NBDFDBC,X0023ITOJX,7L-OT45-7LYB,NewItem,,138,35,0,0,0,35,0,0,0,0,0,2026-06-05T19:47:53Z,105.37,STALE,1,TOKEN_FLOOR,SPAPI_TOKEN_FLOOR,35,138
B074H6M7TW,X002FS8D0H,8W-I703-VOFQ,NewItem,,23,22,0,0,0,22,1,0,0,0,0,2026-06-01T10:14:50Z,210.92,STALE,1,,SPAPI_STALE,18,20
B086763VT8,X00259FBMT,GA-9DTN-9O1E,NewItem,,7,0,0,0,0,0,0,0,0,0,0,2026-02-21T21:28:14Z,2599.70,STALE,1,TOKEN_FLOOR,SPAPI_TOKEN_FLOOR,0,7
9188805646,X0029FM6EP,LV-425G-BY4X,NewItem,,168,59,0,0,0,59,0,0,0,0,0,2026-06-04T19:54:16Z,129.26,STALE,1,TOKEN_FLOOR,SPAPI_TOKEN_FLOOR,59,168
B096BPSDRZ,X001Y3YP9R,XH-OMMJ-C7MT,NewItem,,7,0,0,0,0,0,0,0,0,0,0,2025-12-15T14:06:57Z,4239.05,STALE,1,TOKEN_FLOOR,SPAPI_TOKEN_FLOOR,0,7
B0CVHD7892,X0029FJM8X,CX-1R85-163Z,NewItem,,0,0,0,0,0,0,0,0,0,0,0,2025-10-27T21:37:30Z,5407.54,STALE,1,,SPAPI_STALE,0,0
B07MW9H6P4,X002B9YJFN,ZU-PFDN-JSYV,NewItem,,14,0,0,0,0,0,0,0,0,0,0,2025-11-25T17:44:21Z,4715.43,STALE,1,TOKEN_FLOOR,SPAPI_TOKEN_FLOOR,0,14
B01N49MD2S,X002C8LLR7,9X-7TBD-NA16,NewItem,,28,0,0,0,0,0,0,0,0,0,0,2025-12-29T05:36:15Z,3911.56,STALE,1,TOKEN_FLOOR,SPAPI_TOKEN_FLOOR,0,28
9189143051,X0029FKV7J,79-CPJ6-DSG6,NewItem,,37,20,0,0,0,20,0,0,0,0,0,2026-06-07T13:50:34Z,63.32,STALE,1,TOKEN_FLOOR,SPAPI_TOKEN_FLOOR,20,37
B00VQTO21M,X00293KRB1,DD-94AN-QL9L,NewItem,,0,0,0,0,0,0,0,0,0,0,0,2025-09-03T23:32:25Z,6701.63,STALE,1,,SPAPI_STALE,0,0
B09P244SML,X0028H1KOB,LR-Q5V9-S4GK,NewItem,,0,0,0,0,0,0,0,0,0,0,0,2025-06-13T22:08:08Z,8671.03,STALE,1,,SPAPI_STALE,0,0
B0083HIM7U,X002HW0DTF,C6-XGZB-J6QA,NewItem,,4,0,0,0,0,0,0,0,0,4,0,2026-06-10T04:13:53Z,0.93,FRESH,0,,SPAPI,100,232
B0D2Y4NPKZ,X0022YQ5E5,GD-B8SW-1PCP,NewItem,,9,0,0,0,0,0,0,0,0,0,0,2025-12-05T21:15:52Z,4471.90,STALE,1,TOKEN_FLOOR,SPAPI_TOKEN_FLOOR,0,9
B0031DCJWU,X002FRCGO7,8D-Y151-NFFF,NewItem,,0,0,0,0,0,0,0,0,0,0,0,,,UNKNOWN,1,,SPAPI_STALE,0,0
B00KB225MS,X002B82E3X,A9-2Y9G-M2K7,NewItem,,1,0,0,0,0,0,0,0,0,0,0,2025-11-02T12:03:40Z,5273.10,STALE,1,TOKEN_FLOOR,SPAPI_TOKEN_FLOOR,0,1
B0CMY2G83J,X0028LZKUH,CA-JM6T-ZXP6,NewItem,,0,0,0,0,0,0,0,0,0,0,0,2025-07-05T03:51:48Z,8161.30,STALE,1,,SPAPI_STALE,0,0
B002QGAF8S,X001YC1BGX,SZ-UL4K-SE7W,NewItem,,95,0,0,0,0,0,0,0,0,0,0,2026-05-05T11:37:12Z,857.55,STALE,1,TOKEN_FLOOR,SPAPI_TOKEN_FLOOR,0,95
B07B8RJDXT,X00259JM6Z,6P-IWYA-X18B,NewItem,,29,0,0,0,0,0,0,0,0,0,0,2025-12-01T00:54:35Z,4588.26,STALE,1,TOKEN_FLOOR,SPAPI_TOKEN_FLOOR,0,29
B0D3JC45CK,X00245PSXV,IB-U5FA-BO2Y,NewItem,,10,1,0,0,0,1,0,0,0,0,0,2026-02-05T17:43:50Z,2987.44,STALE,1,TOKEN_FLOOR,SPAPI_TOKEN_FLOOR,1,10
B00WI8O0RG,X001YC1PPF,49-4UKW-G81R,NewItem,,90,0,0,0,0,0,0,0,0,0,0,2026-03-26T23:45:24Z,1805.41,STALE,1,TOKEN_FLOOR,SPAPI_TOKEN_FLOOR,0,90
B08MQB42B3,X0029NJ5DH,LR-7GM6-1RCH,NewItem,,17,0,0,0,0,0,0,0,0,0,0,2026-04-02T06:36:39Z,1654.56,STALE,1,TOKEN_FLOOR,SPAPI_TOKEN_FLOOR,0,17
B0CJMRL1WT,X00259JPD5,7I-1717-OHRW,NewItem,,0,0,0,0,0,0,0,0,0,0,0,2025-09-13T20:29:10Z,6464.68,STALE,1,,SPAPI_STALE,0,0
B003M36498,X0028A0O1D,7C-7V6B-QQZL,NewItem,,0,0,0,0,0,0,0,0,0,0,0,2025-07-10T16:34:46Z,8028.59,STALE,1,,SPAPI_STALE,0,0
B016Y8SWZQ,X0028A4OZZ,8L-INBX-OUTU,NewItem,,38,16,0,0,0,16,0,0,0,0,0,2026-06-07T02:20:08Z,74.83,STALE,1,TOKEN_FLOOR,SPAPI_TOKEN_FLOOR,16,38
B0BBHBX72C,X0029PQVV9,8R-E0Y9-0LAU,NewItem,,53,20,0,0,0,20,0,0,0,0,0,2026-06-01T13:58:43Z,207.19,STALE,1,TOKEN_FLOOR,SPAPI_TOKEN_FLOOR,20,53
B07L6H9GZ2,X002B82FQT,2X-8XI7-C9T5,NewItem,,54,0,0,0,0,0,0,0,0,0,0,2026-05-19T11:08:03Z,522.03,STALE,1,TOKEN_FLOOR,SPAPI_TOKEN_FLOOR,0,54
B08MVG9QZW,X002EE53Y1,WE-1Z7L-SA2I,NewItem,,39,38,0,0,0,38,0,0,0,0,0,2026-05-29T16:40:51Z,276.49,STALE,1,TOKEN_FLOOR,SPAPI_TOKEN_FLOOR,38,39
B00VREYQYO,X002BA02HV,K7-1K9P-TTAZ,NewItem,,0,0,0,0,0,0,0,0,0,0,0,,,UNKNOWN,1,,SPAPI_STALE,0,0
B0CVNMZHZ6,X002F5UNY9,H4-86XG-NLX6,NewItem,,21,0,0,0,0,0,0,0,0,0,0,2026-02-13T01:51:16Z,2811.31,STALE,1,TOKEN_FLOOR,SPAPI_TOKEN_FLOOR,0,21
B07DFB8DKB,X0025E8O6J,MN-LXY0-1MMT,NewItem,,0,0,0,0,0,0,0,0,0,0,0,2025-09-26T15:16:25Z,6157.89,STALE,1,,SPAPI_STALE,0,0
B000X2F4II,X002JGBINJ,RB-1O77-8969,NewItem,,18,8,0,0,0,8,0,0,0,0,0,2026-04-16T21:03:14Z,1304.11,STALE,1,TOKEN_FLOOR,SPAPI_TOKEN_FLOOR,8,18
B0CGX83HHK,X002LW4C25,MT-M5Y0-WVZG,NewItem,,0,0,0,0,0,0,0,0,0,0,0,,,UNKNOWN,1,,SPAPI_STALE,0,0
B0CDH5Y3N9,X0029FJPFX,MW-1ILH-TLS4,NewItem,,0,0,0,0,0,0,0,0,0,0,0,2025-10-27T17:36:13Z,5411.56,STALE,1,,SPAPI_STALE,0,0
B06XXDNH1P,X002ASBMFZ,SR-6OBB-WC03,NewItem,,104,2,0,0,0,2,0,0,0,0,0,2026-02-03T16:24:13Z,3036.76,STALE,1,TOKEN_FLOOR,SPAPI_TOKEN_FLOOR,2,104
B074JHRC6J,X0028GPZE3,TA-HQMF-9SUB,NewItem,,0,0,0,0,0,0,0,0,0,0,0,2025-06-15T11:43:58Z,8633.43,STALE,1,,SPAPI_STALE,0,0
B0D6W9DZX4,X0029PJ5CV,3X-EXDD-TD2K,NewItem,,39,15,0,0,0,15,0,0,0,0,0,2026-06-05T15:51:45Z,109.30,STALE,1,TOKEN_FLOOR,SPAPI_TOKEN_FLOOR,15,39
B0054RRCQY,X00204XFBD,90-0G83-3P0X,NewItem,,0,0,0,0,0,0,0,0,0,0,0,2025-06-09T03:46:43Z,8785.39,STALE,1,,SPAPI_STALE,0,0
B09NQCV872,X002ASB2SR,IJ-V0PQ-4CZ4,NewItem,,9,0,0,0,0,0,0,0,0,0,0,2026-03-26T15:05:40Z,1814.07,STALE,1,TOKEN_FLOOR,SPAPI_TOKEN_FLOOR,0,9
B00FO70GG2,X002C8KGCX,MV-UNOG-CTUU,NewItem,,0,0,0,0,0,0,0,0,0,0,0,2025-10-06T11:25:51Z,5921.74,STALE,1,,SPAPI_STALE,0,0
B09FQCWKPW,X002KSWPUB,N4-CH5M-IIZ8,NewItem,,0,0,0,0,0,0,0,0,0,0,0,,,UNKNOWN,1,,SPAPI_STALE,0,0
B07CN7NRF7,X00290XJ6J,WJ-YHKC-EES5,NewItem,,9,9,0,0,0,9,0,0,0,0,0,2026-06-09T18:17:23Z,10.88,FRESH,0,,SPAPI,9,39
B012DV4306,X002AOAE2B,3E-KHO2-YIAU,NewItem,,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T23:19:57Z,7997.83,STALE,1,,SPAPI_STALE,0,0
B0024I0DBW,X0021K2I4B,CN-NR50-TSFE,NewItem,,14,2,0,0,0,2,0,0,0,0,0,2026-04-27T15:49:55Z,1045.33,STALE,1,TOKEN_FLOOR,SPAPI_TOKEN_FLOOR,2,14
B00000IU72,X0028LVUDD,H6-E7MP-EBPD,NewItem,,27,0,0,0,0,0,0,0,0,0,0,2026-05-29T02:48:47Z,290.35,STALE,1,TOKEN_FLOOR,SPAPI_TOKEN_FLOOR,0,27
B0D3JBBGSB,X0029PJW0L,ZT-QPY3-P24I,NewItem,,2,0,0,0,0,0,0,0,0,0,0,2026-02-25T17:21:37Z,2507.81,STALE,1,TOKEN_FLOOR,SPAPI_TOKEN_FLOOR,0,2
B01M6BSYME,X002EE9TO1,CH-RLZA-2OYU,NewItem,,0,0,0,0,0,0,0,0,0,0,0,,,UNKNOWN,1,,SPAPI_STALE,0,0
B07QLML4ZG,X002309L03,I5-DDJZ-N4EF,NewItem,,0,0,0,0,0,0,0,0,0,0,0,2025-09-01T00:31:25Z,6772.64,STALE,1,,SPAPI_STALE,0,0
B007C3KBIY,X002041FIX,JH-97NP-GJDG,NewItem,,2,0,0,0,0,0,0,0,0,0,0,2026-01-20T01:14:26Z,3387.93,STALE,1,TOKEN_FLOOR,SPAPI_TOKEN_FLOOR,0,2
B0BNLWBLMV,X002C8KRMR,VU-8KRA-QP5M,NewItem,,79,0,0,0,0,0,0,0,0,0,0,2026-04-04T02:58:46Z,1610.19,STALE,1,TOKEN_FLOOR,SPAPI_TOKEN_FLOOR,0,79
B005F5TRBI,X002AFJNZT,FB-6FW0-Z82Q,NewItem,,8,5,0,0,0,5,0,0,0,0,0,2026-05-29T04:06:54Z,289.05,STALE,1,TOKEN_FLOOR,SPAPI_TOKEN_FLOOR,5,8
B00VRF1XEY,X002B9ZXE9,YD-NO15-VYZL,NewItem,,0,0,0,0,0,0,0,0,0,0,0,,,UNKNOWN,1,,SPAPI_STALE,0,0
B07T2PV79R,X0026L5QCV,MR-727N-ZG8K,NewItem,,0,0,0,0,0,0,0,0,0,0,0,2025-08-04T21:28:35Z,7423.69,STALE,1,,SPAPI_STALE,0,0
B00J5H1E9K,X0026L0GA3,QW-9XV0-Q3EH,NewItem,,0,0,0,0,0,0,0,0,0,0,0,2025-05-02T03:13:31Z,9697.94,STALE,1,,SPAPI_STALE,0,0
B002DPGTF0,X0025FRZ4F,US-AK96-YFSB,NewItem,,3,0,0,0,0,0,0,0,0,0,0,2026-05-04T23:28:06Z,869.70,STALE,1,TOKEN_FLOOR,SPAPI_TOKEN_FLOOR,0,3
B0BBH9MHBH,X0029PJY9Z,ZB-PV7O-TKUD,NewItem,,0,0,0,0,0,0,0,0,0,0,0,2025-08-07T20:31:22Z,7352.64,STALE,1,,SPAPI_STALE,0,0
B076V4V2QQ,X001Z1IGGV,MU-717K-DELS,NewItem,,0,0,0,0,0,0,0,0,0,0,0,2025-04-09T22:01:07Z,10231.15,STALE,1,,SPAPI_STALE,0,0
B0CT2BZ864,X0025HNOV1,S8-7VIK-3VEL,NewItem,,0,0,0,0,0,0,0,0,0,0,0,2025-09-24T22:30:24Z,6198.66,STALE,1,,SPAPI_STALE,0,0
B00D1V5FPU,X002471RE3,8M-LM6B-F2Q5,NewItem,,28,14,0,0,0,14,0,0,0,0,0,2026-05-31T08:49:01Z,236.35,STALE,1,TOKEN_FLOOR,SPAPI_TOKEN_FLOOR,14,28
B07BLX7YG9,X0029NC4AD,JL-VTP2-JF3Q,NewItem,,8,0,0,0,0,0,0,0,0,0,0,2026-01-28T02:10:25Z,3194.99,STALE,1,TOKEN_FLOOR,SPAPI_TOKEN_FLOOR,0,8
B008ID91XI,X002CNT0KR,QF-JFBE-D4VE,NewItem,,0,0,0,0,0,0,0,0,0,0,0,2025-09-04T19:02:49Z,6682.12,STALE,1,,SPAPI_STALE,0,0
B0CL5DHG37,X002HW222L,LP-QMNJ-J49G,NewItem,,5,5,0,0,0,5,0,0,0,0,0,2026-06-09T18:30:28Z,10.66,FRESH,0,,SPAPI,31,36
B09NQC79GF,X002DYUDE7,FD-R7YW-X0GH,NewItem,,0,0,0,0,0,0,0,0,0,0,0,2025-09-29T12:48:35Z,6088.36,STALE,1,,SPAPI_STALE,0,0
B06XYTDCC5,X002B47PSL,M7-TSI2-5W7I,NewItem,,0,0,0,0,0,0,0,0,0,0,0,,,UNKNOWN,1,,SPAPI_STALE,0,0
B07YYG14S1,X002EDY6JZ,LF-X542-9TDZ,NewItem,,5,0,0,0,0,0,0,0,0,0,0,2025-12-07T17:13:50Z,4427.94,STALE,1,TOKEN_FLOOR,SPAPI_TOKEN_FLOOR,0,5
B0012B80HG,X002CJPDFR,CX-SMCH-4DYA,NewItem,,10,7,0,0,0,7,0,0,0,0,0,2026-06-01T02:16:07Z,218.90,STALE,1,TOKEN_FLOOR,SPAPI_TOKEN_FLOOR,7,10
B00ANOXX9I,X00289XWJ5,6Z-8POQ-K5XH,NewItem,,0,0,0,0,0,0,0,0,0,0,0,2025-08-11T00:21:05Z,7276.81,STALE,1,,SPAPI_STALE,0,0
B08WX4Y25G,X001ZZTCND,H0-BYHY-BTUT,NewItem,,0,0,0,0,0,0,0,0,0,0,0,2025-07-15T10:02:15Z,7915.13,STALE,1,,SPAPI_STALE,0,0
B08W25WKTN,X0024EBXZJ,OV-LVEL-DQL6,NewItem,,11,0,0,0,0,0,0,0,0,0,0,2026-05-13T03:33:26Z,673.61,STALE,1,TOKEN_FLOOR,SPAPI_TOKEN_FLOOR,0,11
B00AOES9GE,X00206JNTT,XH-0LAE-FQO5,NewItem,,0,0,0,0,0,0,0,1,0,0,0,2026-06-10T04:11:42Z,0.97,FRESH,0,,SPAPI,63,388
B07RZBBG14,X002F5VV0T,F7-PMJ2-SG6A,NewItem,,100,100,0,0,0,100,0,1,0,0,0,2026-06-10T04:03:49Z,1.10,FRESH,0,,SPAPI,198,456
B07TGKYLLT,X002B84WZV,E4-HG4R-5022,NewItem,,0,0,0,0,0,0,0,0,0,0,0,2025-09-15T03:18:39Z,6433.86,STALE,1,,SPAPI_STALE,0,0
B01JL0WRI2,X002AQ6CZ7,K0-71JR-UNLF,NewItem,,3,0,0,0,0,0,0,0,0,0,0,2026-01-13T23:49:38Z,3533.34,STALE,1,TOKEN_FLOOR,SPAPI_TOKEN_FLOOR,0,3
B0C7HGQRY6,X002B82GUJ,52-BC73-O7B2,NewItem,,0,0,0,0,0,0,0,0,0,0,0,,,UNKNOWN,1,,SPAPI_STALE,0,0
B079MFZL6K,X002B9YKKH,98-MF34-BSCF,NewItem,,0,0,0,0,0,0,0,0,0,0,0,2025-10-01T03:48:45Z,6049.35,STALE,1,,SPAPI_STALE,0,0
B00D2O8936,X002057LM1,4V-19KJ-15J4,NewItem,,0,0,0,0,0,0,0,0,0,0,0,2025-06-16T01:09:46Z,8620.00,STALE,1,,SPAPI_STALE,0,0
B0CG234KW1,X002B7TIKL,CJ-X0SS-QOUW,NewItem,,11,0,0,0,0,0,0,0,0,0,0,2026-04-24T04:55:45Z,1128.24,STALE,1,TOKEN_FLOOR,SPAPI_TOKEN_FLOOR,0,11
B00009OY9U,X002ARAZGD,77-GYTL-JFN4,NewItem,,0,0,0,0,0,0,0,0,0,0,0,,,UNKNOWN,1,,SPAPI_STALE,0,0
B007YX9O9E,X002EEAAT9,I2-6YKQ-CIBP,NewItem,,32,0,0,0,0,0,0,0,0,0,0,2025-12-19T22:01:58Z,4135.13,STALE,1,TOKEN_FLOOR,SPAPI_TOKEN_FLOOR,0,32
B072YZPBJ3,X0028LVSAN,UR-Q7TM-1F3I,NewItem,,4,0,0,0,0,0,0,0,0,0,0,2026-03-14T22:50:44Z,2094.32,STALE,1,TOKEN_FLOOR,SPAPI_TOKEN_FLOOR,0,4
B0CS3VF4GK,X002C5LQ1B,GJ-2OZK-0GCA,NewItem,,44,2,0,0,0,2,0,0,0,0,0,2026-05-20T03:18:51Z,505.85,STALE,1,TOKEN_FLOOR,SPAPI_TOKEN_FLOOR,2,44
B08CVTBP81,X001ZZQYGV,UT-WXOQ-6CZL,NewItem,,0,0,0,0,0,0,0,0,0,0,0,2025-09-15T16:44:17Z,6420.43,STALE,1,,SPAPI_STALE,0,0
B09P24GP9M,X0028GYIKP,RS-NSGK-AN7M,NewItem,,0,0,0,0,0,0,0,0,0,0,0,2025-07-31T19:52:03Z,7521.30,STALE,1,,SPAPI_STALE,0,0
B07QNL62Z2,X00230AZZD,XL-BFPF-CBW4,NewItem,,0,0,0,0,0,0,0,0,0,0,0,2025-08-21T02:24:07Z,7034.76,STALE,1,,SPAPI_STALE,0,0
B074RQ8G8Z,X002AQ6CZH,Z9-FBUQ-EZN3,NewItem,,12,0,0,0,0,0,0,0,0,0,0,2025-12-16T01:53:10Z,4227.28,STALE,1,TOKEN_FLOOR,SPAPI_TOKEN_FLOOR,0,12
B0D3JD4FFD,X00245PP39,DV-USYD-8WR2,NewItem,,3,0,0,0,0,0,0,0,0,0,0,2026-02-02T23:11:45Z,3053.97,STALE,1,TOKEN_FLOOR,SPAPI_TOKEN_FLOOR,0,3
B0198KU5PW,X001ZJR0XD,91-PZCP-NNGD,NewItem,,0,0,0,0,0,0,0,0,0,0,0,2025-06-14T20:57:52Z,8648.20,STALE,1,,SPAPI_STALE,0,0
B003VTZAM0,X00298OTDN,XY-UM2X-TPS3,NewItem,,62,37,0,0,0,37,0,0,0,0,0,2026-06-04T09:33:32Z,139.61,STALE,1,TOKEN_FLOOR,SPAPI_TOKEN_FLOOR,37,62
B08DR97BX2,X002EE1UEX,UL-D0Y8-ZNI5,NewItem,,7,0,0,0,0,0,0,0,0,0,0,2025-12-31T05:10:51Z,3863.99,STALE,1,TOKEN_FLOOR,SPAPI_TOKEN_FLOOR,0,7
